학교명,학교종류명,시도명
서울양화초등학교,초등학교,서울특별시
서울어울초등학교,초등학교,서울특별시
서울언남초등학교,초등학교,서울특별시
서울언북초등학교,초등학교,서울특별시
서울언주초등학교,초등학교,서울특별시
서울여의도초등학교,초등학교,서울특별시
서울여자고등학교,고등학교,서울특별시
서울여자상업고등학교,고등학교,서울특별시
서울여자중학교,중학교,서울특별시
서울역삼초등학교,초등학교,서울특별시
서울역촌초등학교,초등학교,서울특별시
서울연가초등학교,초등학교,서울특별시
서울연광초등학교,초등학교,서울특별시
서울연신초등학교,초등학교,서울특별시
서울연은초등학교,초등학교,서울특별시
서울연지초등학교,초등학교,서울특별시
서울연천초등학교,초등학교,서울특별시
서울연촌초등학교,초등학교,서울특별시
서울연희초등학교,초등학교,서울특별시
서울염경초등학교,초등학교,서울특별시
서울염동초등학교,초등학교,서울특별시
서울염리초등학교,초등학교,서울특별시
서울염창초등학교,초등학교,서울특별시
서울영남초등학교,초등학교,서울특별시
서울영도초등학교,초등학교,서울특별시
서울영동초등학교,초등학교,서울특별시
서울영등포초등학교,초등학교,서울특별시
서울영림초등학교,초등학교,서울특별시
서울영문초등학교,초등학교,서울특별시
서울영본초등학교,초등학교,서울특별시
서울영상고등학교,고등학교,서울특별시
서울영서초등학교,초등학교,서울특별시
서울영신초등학교,초등학교,서울특별시
서울영원초등학교,초등학교,서울특별시
서울영일초등학교,초등학교,서울특별시
서울영중초등학교,초등학교,서울특별시
서울영풍초등학교,초등학교,서울특별시
서울영화초등학교,초등학교,서울특별시
서울영희초등학교,초등학교,서울특별시
서울예술고등학교,고등학교,서울특별시
서울오금초등학교,초등학교,서울특별시
서울오류남초등학교,초등학교,서울특별시
서울오류초등학교,초등학교,서울특별시
서울오륜초등학교,초등학교,서울특별시
서울오봉초등학교,초등학교,서울특별시
서울오정초등학교,초등학교,서울특별시
서울오현초등학교,초등학교,서울특별시
서울옥수초등학교,초등학교,서울특별시
서울옥정초등학교,초등학교,서울특별시
서울온곡초등학교,초등학교,서울특별시
서울온수초등학교,초등학교,서울특별시
서울왕북초등학교,초등학교,서울특별시
서울외국어고등학교,고등학교,서울특별시
서울용강초등학교,초등학교,서울특별시
서울용곡초등학교,초등학교,서울특별시
서울용답초등학교,초등학교,서울특별시
서울용동초등학교,초등학교,서울특별시
서울용두초등학교,초등학교,서울특별시
서울용마초등학교,초등학교,서울특별시
서울용산초등학교,초등학교,서울특별시
서울용암초등학교,초등학교,서울특별시
서울용원초등학교,초등학교,서울특별시
서울우면초등학교,초등학교,서울특별시
서울우솔초등학교,초등학교,서울특별시
서울우신초등학교,초등학교,서울특별시
서울우암초등학교,초등학교,서울특별시
서울우이초등학교,초등학교,서울특별시
서울우장초등학교,초등학교,서울특별시
서울원광초등학교,초등학교,서울특별시
서울원당초등학교,초등학교,서울특별시
서울원명초등학교,초등학교,서울특별시
서울원묵초등학교,초등학교,서울특별시
서울원신초등학교,초등학교,서울특별시
서울원촌초등학교,초등학교,서울특별시
서울원효초등학교,초등학교,서울특별시
서울월계초등학교,초등학교,서울특별시
서울월곡초등학교,초등학교,서울특별시
서울월정초등학교,초등학교,서울특별시
서울월천초등학교,초등학교,서울특별시
서울월촌초등학교,초등학교,서울특별시
서울웹툰애니메이션고등학교,고등학교,서울특별시
서울위례별초등학교,초등학교,서울특별시
서울위례솔초등학교,초등학교,서울특별시
서울위례초등학교,초등학교,서울특별시
서울유현초등학교,초등학교,서울특별시
서울윤중초등학교,초등학교,서울특별시
서울율현초등학교,초등학교,서울특별시
서울은로초등학교,초등학교,서울특별시
서울은명초등학교,초등학교,서울특별시
서울은빛초등학교,초등학교,서울특별시
서울은정초등학교,초등학교,서울특별시
서울은진초등학교,초등학교,서울특별시
서울은천초등학교,초등학교,서울특별시
서울은평초등학교,초등학교,서울특별시
서울을지초등학교,초등학교,서울특별시
서울응봉초등학교,초등학교,서울특별시
서울응암초등학교,초등학교,서울특별시
서울의료보건고등학교,고등학교,서울특별시
서울이문초등학교,초등학교,서울특별시
서울이수초등학교,초등학교,서울특별시
서울이태원초등학교,초등학교,서울특별시
서울인공지능고등학교,고등학교,서울특별시
서울인수초등학교,초등학교,서울특별시
서울인왕초등학교,초등학교,서울특별시
서울인헌초등학교,초등학교,서울특별시
서울일신초등학교,초등학교,서울특별시
서울일원초등학교,초등학교,서울특별시
서울자곡초등학교,초등학교,서울특별시
서울자양초등학교,초등학교,서울특별시
서울자운초등학교,초등학교,서울특별시
서울잠동초등학교,초등학교,서울특별시
서울잠신초등학교,초등학교,서울특별시
서울잠실초등학교,초등학교,서울특별시
서울잠원초등학교,초등학교,서울특별시
서울잠일초등학교,초등학교,서울특별시
서울잠전초등학교,초등학교,서울특별시
서울잠현초등학교,초등학교,서울특별시
서울장곡초등학교,초등학교,서울특별시
서울장수초등학교,초등학교,서울특별시
서울장안초등학교,초등학교,서울특별시
서울장월초등학교,초등학교,서울특별시
서울장위초등학교,초등학교,서울특별시
서울장충초등학교,초등학교,서울특별시
서울장평초등학교,초등학교,서울특별시
서울재동초등학교,초등학교,서울특별시
서울전곡초등학교,초등학교,서울특별시
서울전농초등학교,초등학교,서울특별시
서울전동초등학교,초등학교,서울특별시
서울정곡초등학교,초등학교,서울특별시
서울정덕초등학교,초등학교,서울특별시
서울정릉초등학교,초등학교,서울특별시
서울정목초등학교,초등학교,서울특별시
서울정문학교,특수학교,서울특별시
서울정민학교,특수학교,서울특별시
서울정수초등학교,초등학교,서울특별시
서울정심초등학교,초등학교,서울특별시
서울정애학교,특수학교,서울특별시
서울정인학교,특수학교,서울특별시
서울정진학교,특수학교,서울특별시
서울정화고등학교,고등학교,서울특별시
서울조원초등학교,초등학교,서울특별시
서울종암초등학교,초등학교,서울특별시
서울중계초등학교,초등학교,서울특별시
서울중곡초등학교,초등학교,서울특별시
서울중광초등학교,초등학교,서울특별시
